opaque_id,Organization,ROR ID,Country code
task_000000000000000000246641,Sekolah Tinggi Ilmu Tarbiyah Miftahul Ulum Bangkalan,04stk2910,ID
task_000000000000000000246641,"Mrs. Kesharbai Sonajirao Kshirsagar Alias Kaku Arts, Science & Commerce College, Beed",04bjwrd31,IN
task_000000000000000000246641,Helmholtz Center for Information Security,02njgxr09,DE
task_000000000000000000246641,Shenzhen International Quantum Academy,02spjd661,CN
task_000000000000000000246642,Akademie für Tierschutz des Deutschen Tierschutzbundes e.V.,04jqvft95,DE
task_000000000000000000246642,"ARTHritEs, Microchimérisme et InflammationS",02ey96414,FR
task_000000000000000000246642,Kurdistan Higher Council of Medical Specialties,04v83vj40,IQ
task_000000000000000000246642,SA Genome Editing Facility,03zvzj377,AU
task_000000000000000000246643,Akademi Kebidanan Tahirah Al Baeti Bulukumba,01vtte995,ID
task_000000000000000000246643,Boyle Street Community Services,040j61a93,CA
task_000000000000000000246643,Wuhan Surveying-Geotechnical Research Institute,02s4n1c28,CN
task_000000000000000000246643,Grandview Kids,0294pxc85,CA
task_000000000000000000246644,Universitas Asa Indonesia,00bzwzw89,ID
task_000000000000000000246644,Jefferson Einstein Philadelphia Hospital,03vzpaf33,US
task_000000000000000000246644,Universidad del País Innova,041f74z79,MX
task_000000000000000000246644,National Academy of Medical Sciences of Ukraine,042dnf796,UA
task_000000000000000000246645,Akademi Pelayaran Nasional Surakarta,00xmpkf73,ID
task_000000000000000000246645,Matériaux Ingénierie et Science,01rnfhz46,FR
task_000000000000000000246645,Clevedon Hospital,04ny9jk61,GB
task_000000000000000000246645,Weston General Hospital,03mc19e15,GB
task_000000000000000000246646,St. Vincent Pallotti College of Engineering & Technology,036f7ht11,IN
task_000000000000000000246646,Vidyasagar Metropolitan College,02757x507,IN
task_000000000000000000246646,Waasegiizhig Nanaandawe'iyewigamig,02kbnk665,CA
task_000000000000000000246646,Instituto Tecnológico Superior de Villa la Venta,04har0c21,MX
task_000000000000000000246647,Mindanao State University,026441d17,PH
task_000000000000000000246647,Centre for European Economic Research,02qnsw591,DE
task_000000000000000000246647,"Engineering Science Lyon Tohoku, Materials under eXtreme conditions",023d00661,JP
task_000000000000000000246647,Geneva College of Longevity Science,03fr25x57,CH
task_000000000000000000246648,Saraswathi Institute of Medical Sciences,0044myp70,IN
task_000000000000000000246648,Lyon 1 Université,029brtt94,FR
task_000000000000000000246648,Institut zur Erforschung von Mission und Kirche,01tr0nc44,AT
task_000000000000000000246648,Visoka škola za turizam i menadžment Konjic,04mehn307,BA
task_000000000000000000246649,Center for Economic and Policy Research,01vqjmx11,US
task_000000000000000000246649,Institut des Sciences Cognitives Marc Jeannerod,02he5dz58,FR
task_000000000000000000246649,Arrhenius Research Institute,03f49ds94,PE
task_000000000000000000246649,Nakhchivan Teachers Institute,01sm7js28,AZ
task_00000000000000000024664a,Al-Nasiriyah Teaching Hospital,02f6dxc88,IQ
task_00000000000000000024664a,Research Center Future Energy Materials and Systems,01wk5db87,DE
task_00000000000000000024664a,NOAA Office of Modeling and Development,01pbt4y78,US
task_00000000000000000024664a,Odesa Military Academy,03z8hek06,UA
task_00000000000000000024664b,University Of Bristol Dental Hospital,027a33v57,GB
task_00000000000000000024664b,NOAA Weather Program Office,01q70bz83,US
task_00000000000000000024664b,The Bahamas Agriculture and Marine Science Institute,03ntzxc90,BS
task_00000000000000000024664b,International Brain Laboratory,029r6a961,PT
task_00000000000000000024664c,Bristol Royal Infirmary,031p4kj21,GB
task_00000000000000000024664c,Texila American University Zambia,01rttah24,ZM
task_00000000000000000024664c,BC Housing,03y2h9g92,CA
task_00000000000000000024664c,"Federal University of Agriculture, Abeokuta",050s1zm26,NG
