opaque_id,Organization,ROR ID,Country code
task_000000000000000000246421,"Institut Interuniversitaire des Silicates, Sols et Matériaux",026sfks30,BE
task_000000000000000000246421,Abbottabad International Medical Institute,034tsnk78,PK
task_000000000000000000246421,SEAMEO Regional Language Centre,0276z6433,SG
task_000000000000000000246421,Cyberspace Security University of China,03dbskr59,CN
task_000000000000000000246422,Universitas Noor Huda Mustofa,01xpec842,ID
task_000000000000000000246422,"Guru Nanak Dev University College, Verka",039gj3815,IN
task_000000000000000000246422,Ministry of Science and Education Republic of Azerbaijan,022arna15,AZ
task_000000000000000000246422,Universitätsbibliothek Johann Christian Senckenberg,02dcqxm65,DE
task_000000000000000000246423,Sekolah Tinggi Ilmu Al-Qur'an Ar-Rahman,02qzesy07,ID
task_000000000000000000246423,PSG College of Pharmacy,033xjms15,IN
task_000000000000000000246423,Centre d'Alt Rendiment de Sant Cugat del Vallès,01y9eam60,ES
task_000000000000000000246423,South Mediterranean University,034n5f383,LY
task_000000000000000000246424,Dig Connectivity Research Laboratory,02xy0fs81,UG
task_000000000000000000246424,Institute of Diabetes Research,0278hns33,DE
task_000000000000000000246424,HMU Health and Medical University,02xstm723,DE
task_000000000000000000246424,Fundación SAFA,031kdpv26,ES
task_000000000000000000246425,Sekolah Tinggi Ilmu Ekonomi Mujahidin,036k9f270,ID
task_000000000000000000246425,Korea National Food Cluster,036c30946,KR
task_000000000000000000246425,Open Culture Foundation,02csnb181,TW
task_000000000000000000246425,Federal College of Freshwater Fisheries Technology Baga,02m0f4428,NG
task_000000000000000000246426,Institut Supérieur de Technologie d'Antsiranana,02kdd6j62,MG
task_000000000000000000246426,Iran Medical Council,032hyw046,IR
task_000000000000000000246426,Macedonian Association for Scientific Communication,02551xw73,MK
task_000000000000000000246426,AWE Nuclear Security Technologies,02gv4h649,GB
task_000000000000000000246427,Laboratoire des Multimatériaux et Interfaces,03cfem402,FR
task_000000000000000000246427,Shanghai Commercial Accounting School,032dx9458,CN
task_000000000000000000246427,Belgian Ceramic Research Centre,02x4mx473,BE
task_000000000000000000246427,Wikimedia Aotearoa New Zealand,01t6rqt91,NZ
task_000000000000000000246428,Universidad Nacional de La Plata,01tjs6929,AR
task_000000000000000000246428,China Mobile Research Institute,02k01dh53,CN
task_000000000000000000246428,Nukus State Technical University,02ym5cp77,UZ
task_000000000000000000246428,Instituto Privado de Investigación sobre Cambio Climático,033a7yg32,GT
task_000000000000000000246429,Aix-Marseille Université,035xkbk20,FR
task_000000000000000000246429,Adelaide University,028g18b61,AU
task_000000000000000000246429,Laboratory for Social and Neural Systems Research,021p56f43,CH
task_000000000000000000246429,Université de Kindia,02j5dng57,GN
task_00000000000000000024642a,Mercy University,02s99ck98,US
task_00000000000000000024642a,Loyola College,01ypxeq73,IN
task_00000000000000000024642a,Alberta Centre for Injury Control & Research,02zccb110,CA
task_00000000000000000024642a,NOAA Oceanic and Atmospheric Research,02kgve346,US
task_00000000000000000024642b,Food Allergy Canada,032naxt30,CA
task_00000000000000000024642b,Joshua Tree National Park,01tndtj91,US
task_00000000000000000024642b,National Museum of Egyptian Civilization,03ekzqa32,EG
task_00000000000000000024642b,Faculdade de Informática e Administração Paulista,024mryy80,BR
task_00000000000000000024642c,Research on healthcare performance,02ncy5p18,FR
task_00000000000000000024642c,Winchester District Memorial Hospital,03ac41p65,CA
task_00000000000000000024642c,Escola Superior de Enfermagem da Universidade do Porto,03562fh87,PT
task_00000000000000000024642c,Kabul University of Medical Sciences Abu Ali Ibn Sina,02ndvz068,AF
