opaque_id,Organization,ROR ID,Country code
task_000000000000000000246711,Sekolah Tinggi Ilmu Kesehatan Gunung Sari,01f447k31,ID
task_000000000000000000246711,Institut de Génomique Fonctionnelle de Lyon,038fcbc74,FR
task_000000000000000000246711,Asia Pacific Network Information Centre,04kwn2t45,AU
task_000000000000000000246711,Instytut Antropologii Seksualnej,04mqhcc69,PL
task_000000000000000000246712,Sekolah Tinggi Ilmu Administrasi Pembangunan Palu,02qbmr081,ID
task_000000000000000000246712,Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,01qrts582,DE
task_000000000000000000246712,Easterseals Southern California,00670g675,US
task_000000000000000000246712,Universidad de Salamanca,02f40zc51,ES
task_000000000000000000246713,Universitas Mayasari Bakti,02dzafp73,ID
task_000000000000000000246713,Choosing Wisely Canada,02xg0e951,CA
task_000000000000000000246713,Gonoshasthaya Kendra,04e9ye748,BD
task_000000000000000000246713,Phenomics Australia,0201hm243,AU
task_000000000000000000246714,Sekolah Tinggi Teologi dan Entrepreneurship Pringgading,020z8mw36,ID
task_000000000000000000246714,NOAA National Weather Service,00tgqzw13,US
task_000000000000000000246714,"Centro de Investigación Mente, Cerebro y Comportamiento",051r21g65,ES
task_000000000000000000246714,LEAPS,04wcn4e27,NL
task_000000000000000000246715,Unité Mixte de Recherche Epidémiologique et de Surveillance Transport Travail Environnement,03vmza063,FR
task_000000000000000000246715,Center for Integrated Nanotechnologies,031yh0y38,US
task_000000000000000000246715,Amiri Medical Complex,03raaa457,AF
task_000000000000000000246715,Harbin Electric Power Generation Equipment National Engineering Research Center,00f8fkq11,CN
task_000000000000000000246716,Gobardanga Hindu College,03bqs6m63,IN
task_000000000000000000246716,Medizinische Universität Lausitz - Carl Thiem,044fhy270,DE
task_000000000000000000246716,Harbin Sport University,033c92c91,CN
task_000000000000000000246716,St Michael's Hospital,02hqqna27,GB
task_000000000000000000246717,Kanyashree University,00hbxzh33,IN
task_000000000000000000246717,Bundesverband für Wohnen und Stadtentwicklung e.V.,02fys8a07,DE
task_000000000000000000246717,Instituto Superior Cristal,03vj1qm15,TL
task_000000000000000000246717,Federacja Naukowa WSB-DSW Merito,01vbx5175,PL
task_000000000000000000246718,Technische Sammlungen Dresden,0202dx760,DE
task_000000000000000000246718,KidsAbility,02qm68y13,CA
task_000000000000000000246718,Directorate of Agricultural Research,01ynr9796,IQ
task_000000000000000000246718,"Mindanao State University - Maigo College of Education, Science and Technology",04kg4jw27,PH
task_000000000000000000246719,"Anthropologie Bio-Culturelle, Droit, Éthique & Santé",01d6gcn73,FR
task_000000000000000000246719,University of Colorado Anschutz Medical Campus,03wmf1y16,US
task_000000000000000000246719,Scuola Superiore Meridionale,04swxte59,IT
task_000000000000000000246719,Guangzhou University of Chinese Medicine,03qb7bg95,CN
task_00000000000000000024671a,SMBT College of Pharmacy,010m1sr05,IN
task_00000000000000000024671a,Managing African Research Network,023h3sd86,BW
task_00000000000000000024671a,Research Institute of Geodesy and Cartography,023rm7h08,UA
task_00000000000000000024671a,Universidad FUCS,02yr3f298,CO
task_00000000000000000024671b,Aska Science College,04cmbc962,IN
task_00000000000000000024671b,Canadian Mental Health Association,03af0nw04,CA
task_00000000000000000024671b,Global Academic Research Institute,051sdg340,LK
task_00000000000000000024671b,British Academy,0302b4677,GB
task_00000000000000000024671c,Laboratoire de Mécanique des Fluides et d'Acoustique,04dxeze48,FR
task_00000000000000000024671c,Canadian Mental Health Association Thames Valley Addiction and Mental Health Services,03jz6ag68,CA
task_00000000000000000024671c,Republic Central Colleges,02jkg0839,PH
task_00000000000000000024671c,"Fundación Centro Interdisciplinario en Ética, Política y Economía",04s4wmf80,CL
